Name          Surname    Final-Average       Finale-Median      Category    
Surname3259   Name3259   5.04                5.60               kietiakas   
Surname326    Name326    7.12                6.80               kietiakas   
Surname3260   Name3260   6.92                6.60               kietiakas   
Surname3261   Name3261   4.32                4.40               vargsiukas  
Surname3262   Name3262   3.72                3.80               vargsiukas  
Surname3263   Name3263   8.20                8.20               kietiakas   
Surname3264   Name3264   7.36                7.20               kietiakas   
Surname3265   Name3265   4.80                4.80               vargsiukas  
Surname3266   Name3266   7.32                7.00               kietiakas   
Surname3267   Name3267   5.88                6.20               kietiakas   
Surname3268   Name3268   6.28                5.40               kietiakas   
Surname3269   Name3269   6.76                6.20               kietiakas   
Surname327    Name327    7.72                7.40               kietiakas   
Surname3270   Name3270   3.72                3.40               vargsiukas  
Surname3271   Name3271   7.88                8.20               kietiakas   
Surname3272   Name3272   8.40                8.40               kietiakas   
Surname3273   Name3273   4.28                5.00               vargsiukas  
Surname3274   Name3274   6.64                7.20               kietiakas   
Surname3275   Name3275   5.32                5.00               kietiakas   
Surname3276   Name3276   4.56                5.20               vargsiukas  
Surname3277   Name3277   4.24                4.00               vargsiukas  
Surname3278   Name3278   2.60                2.60               vargsiukas  
Surname3279   Name3279   7.12                7.20               kietiakas   
Surname328    Name328    6.00                5.20               kietiakas   
Surname3280   Name3280   6.20                5.80               kietiakas   
Surname3281   Name3281   8.16                8.80               kietiakas   
Surname3282   Name3282   5.24                5.00               kietiakas   
Surname3283   Name3283   4.48                3.60               vargsiukas  
Surname3284   Name3284   2.68                3.00               vargsiukas  
Surname3285   Name3285   6.20                5.00               kietiakas   
Surname3286   Name3286   4.20                4.20               vargsiukas  
Surname3287   Name3287   4.88                4.80               vargsiukas  
Surname3288   Name3288   6.80                6.80               kietiakas   
Surname3289   Name3289   6.72                6.80               kietiakas   
Surname329    Name329    4.72                5.20               vargsiukas  
Surname3290   Name3290   7.52                7.20               kietiakas   
Surname3291   Name3291   4.00                4.00               vargsiukas  
Surname3292   Name3292   5.80                5.80               kietiakas   
Surname3293   Name3293   5.40                5.80               kietiakas   
Surname3294   Name3294   4.24                4.00               vargsiukas  
Surname3295   Name3295   7.00                7.80               kietiakas   
Surname3296   Name3296   7.72                8.20               kietiakas   
Surname3297   Name3297   6.68                7.00               kietiakas   
Surname3298   Name3298   2.68                2.60               vargsiukas  
Surname3299   Name3299   3.84                4.00               vargsiukas  
Surname33     Name33     5.52                6.00               kietiakas   
Surname330    Name330    7.68                7.20               kietiakas   
Surname3300   Name3300   7.52                8.00               kietiakas   
Surname3301   Name3301   4.64                4.80               vargsiukas  
Surname3302   Name3302   2.68                2.20               vargsiukas  
Surname3303   Name3303   2.88                2.80               vargsiukas  
Surname3304   Name3304   3.00                3.00               vargsiukas  
