Surname        Name           ND1  ND2  ND3  ND4  ND5  Exam     
Surname1676    Name1676       6    7    10   4    9    1        
Surname1677    Name1677       7    7    8    5    8    1        
Surname1678    Name1678       2    6    6    9    4    10       
Surname1679    Name1679       6    1    1    6    6    5        
Surname1680    Name1680       3    1    9    3    5    8        
Surname1681    Name1681       1    10   8    3    1    7        
Surname1682    Name1682       8    3    2    2    1    1        
Surname1683    Name1683       5    8    3    7    3    2        
Surname1684    Name1684       5    3    2    1    7    2        
Surname1685    Name1685       5    3    6    8    3    1        
Surname1686    Name1686       7    6    5    6    4    3        
Surname1687    Name1687       4    10   3    8    7    7        
Surname1688    Name1688       3    1    10   1    8    2        
Surname1689    Name1689       9    10   7    7    8    2        
Surname1690    Name1690       9    1    5    5    6    2        
Surname1691    Name1691       5    7    10   6    8    3        
Surname1692    Name1692       5    4    8    10   6    9        
Surname1693    Name1693       8    6    9    2    10   10       
Surname1694    Name1694       7    10   2    6    4    3        
Surname1695    Name1695       9    6    5    10   7    7        
Surname1696    Name1696       2    10   3    2    9    7        
Surname1697    Name1697       5    5    10   1    3    9        
Surname1698    Name1698       7    1    8    9    10   6        
Surname1699    Name1699       8    1    8    5    10   1        
Surname1700    Name1700       8    7    3    3    8    4        
Surname1701    Name1701       8    8    6    6    10   2        
Surname1702    Name1702       5    8    1    8    3    9        
Surname1703    Name1703       7    4    7    8    4    8        
Surname1704    Name1704       5    2    2    1    7    3        
Surname1705    Name1705       2    1    9    2    9    10       
Surname1706    Name1706       10   1    5    10   4    5        
Surname1707    Name1707       6    3    4    1    1    2        
Surname1708    Name1708       5    9    8    4    5    5        
Surname1709    Name1709       4    2    10   3    6    6        
Surname1710    Name1710       9    1    6    2    4    1        
Surname1711    Name1711       4    7    3    9    7    3        
Surname1712    Name1712       3    9    8    8    8    9        
Surname1713    Name1713       7    8    3    5    8    8        
Surname1714    Name1714       9    4    8    4    5    9        
Surname1715    Name1715       6    7    4    7    1    2        
Surname1716    Name1716       8    5    6    7    3    8        
Surname1717    Name1717       10   8    9    1    9    4        
Surname1718    Name1718       8    3    8    9    4    10       
Surname1719    Name1719       10   5    5    9    9    6        
Surname1720    Name1720       1    7    8    10   6    3        
Surname1721    Name1721       2    8    1    9    6    5        
Surname1722    Name1722       4    7    7    5    8    6        
Surname1723    Name1723       7    6    7    10   8    1        
Surname1724    Name1724       7    1    10   4    5    5        
Surname1725    Name1725       8    2    3    10   7    4        
Surname1726    Name1726       8    1    10   2    9    8        
Surname1727    Name1727       10   3    5    1    8    8        
Surname1728    Name1728       10   5    4    10   5    3        
Surname1729    Name1729       1    5    2    4    6    7        
Surname1730    Name1730       3    9    2    1    5    3        
Surname1731    Name1731       5    2    4    6    8    9        
Surname1732    Name1732       6    5    10   2    2    5        
Surname1733    Name1733       9    7    4    4    3    2        
Surname1734    Name1734       7    9    9    4    6    6        
Surname1735    Name1735       7    6    2    4    4    3        
Surname1736    Name1736       5    8    1    2    2    2        
Surname1737    Name1737       5    1    9    10   7    2        
Surname1738    Name1738       1    7    4    4    5    4        
Surname1739    Name1739       10   1    9    1    6    2        
Surname1740    Name1740       7    8    2    10   5    4        
Surname1741    Name1741       6    9    10   7    3    9        
Surname1742    Name1742       5    3    1    2    1    3        
Surname1743    Name1743       6    9    9    5    9    4        
Surname1744    Name1744       3    1    3    8    9    2        
Surname1745    Name1745       7    5    5    4    6    4        
Surname1746    Name1746       10   5    9    9    4    10       
Surname1747    Name1747       5    4    10   7    2    7        
Surname1748    Name1748       5    2    7    10   6    3        
Surname1749    Name1749       5    2    1    2    9    3        
Surname1750    Name1750       8    1    4    3    9    8        
Surname1751    Name1751       6    9    7    10   5    1        
Surname1752    Name1752       5    6    1    9    10   4        
Surname1753    Name1753       8    1    2    5    7    5        
Surname1754    Name1754       6    10   4    5    9    10       
Surname1755    Name1755       2    9    10   6    3    10       
Surname1756    Name1756       5    4    8    2    1    10       
Surname1757    Name1757       8    8    8    10   10   4        
Surname1758    Name1758       2    7    9    6    7    10       
Surname1759    Name1759       10   4    10   4    9    8        
Surname1760    Name1760       4    5    9    6    1    9        
Surname1761    Name1761       6    6    8    3    7    8        
Surname1762    Name1762       8    9    9    4    9    1        
Surname1763    Name1763       3    3    3    4    7    3        
Surname1764    Name1764       9    6    4    7    9    3        
Surname1765    Name1765       10   10   3    2    5    2        
Surname1766    Name1766       1    10   2    5    3    5        
Surname1767    Name1767       1    10   4    10   2    7        
Surname1768    Name1768       5    5    4    5    10   5        
Surname1769    Name1769       5    8    8    5    10   10       
Surname1770    Name1770       2    9    3    4    7    8        
Surname1771    Name1771       10   6    10   10   5    7        
Surname1772    Name1772       5    3    9    10   6    4        
Surname1773    Name1773       10   1    6    4    8    2        
Surname1774    Name1774       9    6    1    9    6    10       
Surname1775    Name1775       4    9    10   4    1    4        
Surname1776    Name1776       8    10   4    9    4    10       
Surname1777    Name1777       9    3    9    5    1    3        
Surname1778    Name1778       3    2    1    8    1    7        
Surname1779    Name1779       6    9    7    4    1    1        
Surname1780    Name1780       10   9    1    7    10   1        
Surname1781    Name1781       5    5    7    8    5    10       
Surname1782    Name1782       2    3    2    5    6    6        
Surname1783    Name1783       3    9    6    8    1    2        
Surname1784    Name1784       2    8    10   3    2    7        
Surname1785    Name1785       10   6    7    7    8    7        
Surname1786    Name1786       10   5    7    8    2    1        
